,trade_date,涨停比率,跌停比率,地天板比率,天地板比率,天地板比率剪刀差,涨跌停比率剪刀差,连板比率剪刀差,自由流通市值加权涨跌停比率剪刀差,自由流通市值加权连板比率剪刀差,自由流通市值加权地天与天地板比率剪刀差,pct_chg
94,20221219,0,0,0,0,0,0,0,0,0,0,-1.5428
95,20221220,0,0,0,0,0,0,0,0,0,0,-1.6491
96,20221221,0,0,0,0,0,0,0,0,0,0,0.0397
97,20221222,0.0033333333333333335,0.0033333333333333335,0,0,0,0.0,0,-0.0008,0,0,0.1433
98,20221223,0,0,0,0,0,0,0,0,0,0,-0.2036
99,20221226,0.01,0,0,0,0,0.01,0,0.01226,0,0,0.3989
100,20221227,0,0,0,0,0,0,0,0,0,0,1.1543
101,20221228,0,0,0,0,0,0,0,0,0,0,-0.4267
102,20221229,0,0,0,0,0,0,0,0,0,0,-0.3762
103,20221230,0,0,0,0,0,0,0,0,0,0,0.3872
104,20230103,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.00609,0,0,0.4201
105,20230104,0.006666666666666667,0.0033333333333333335,0,0,0,0.0033333333333333335,0,-0.005849999999999999,0,0,0.1299
106,20230105,0.016666666666666666,0,0,0,0,0.016666666666666666,0.0033333333333333335,0.01144,0.0015,0,1.9428
107,20230106,0.01,0,0,0,0,0.01,0,0.00407,0,0,0.3102
108,20230109,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.008640000000000002,0,0,0.8096
109,20230110,0,0,0,0,0,0,0,0,0,0,0.1085
110,20230111,0,0,0,0,0,0,0,0,0,0,-0.1853
111,20230112,0,0,0,0,0,0,0,0,0,0,0.1955
112,20230113,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.00159,0,0,1.4064
113,20230116,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.01138,0,0,1.5607
114,20230117,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0005099999999999999,0,0,-0.0175
115,20230118,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00155,0,0,-0.1675
116,20230119,0,0,0,0,0,0,0,0,0,0,0.6221
117,20230120,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00131,0,0,0.614
118,20230130,0.01,0,0,0,0,0.01,0,0.00526,0,0,0.4739
119,20230131,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00099,0,0,-1.0589
120,20230201,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.000419,0,0,0.94
121,20230202,0,0,0,0,0,0,0,0,0,0,-0.3523
122,20230203,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.002447,0,0,-0.9451
123,20230206,0,0,0,0,0,0,0,0,0,0,-1.322
124,20230207,0.01,0,0,0,0,0.01,0,0.004942,0,0,0.18
125,20230208,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0.0033333333333333335,0.001016,0.001016,0,-0.4419
126,20230209,0.01,0,0,0,0,0.01,0.0033333333333333335,0.002627,0.001016,0,1.3423
127,20230210,0,0,0,0,0,0,0,0,0,0,-0.5942
128,20230213,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.006292000000000001,0,0,0.9075
129,20230214,0,0,0,0,0,0,0,0,0,0,0.0414
130,20230215,0.01,0,0,0,0,0.01,0,0.003345,0,0,-0.5211
131,20230216,0,0,0,0,0,0,0,0,0,0,-0.7324
132,20230217,0,0,0,0,0,0,0,0,0,0,-1.4408
133,20230220,0.01,0,0,0,0,0.01,0,0.0066029999999999995,0,0,2.4534
134,20230221,0,0,0,0,0,0,0,0,0,0,0.2628
135,20230222,0,0,0,0,0,0,0,0,0,0,-0.9025
136,20230223,0,0,0,0,0,0,0,0,0,0,-0.0805
